title;bibtex;url;year;num_citations;num_versions;url_pdf;url_citations;url_versions;excerpt;type
Identification and Characterisation of the Murine Homologue of the Gene Responsible for Cystinosis, Ctns;Cherqui2000IdentificationAC;https://link.springer.com/article/10.1186/1471-2164-1-2;2000;12;16;None;http://scholar.google.com/scholar?cites=6490038828103640270&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6490038828103640270&hl=en&as_sdt=0,5;… The work presented here was supported by grants from Vaincre les Maladies Lysosomales,INSERM (programme APEX), Association Française contre les Myopathies and Associationpour l'Utilisation du Rein Artificel. Supplementary material … ;bourse
Les mucopolysaccharidose de type I à propos de 10 cas.;Soumer2015LaCD;http://ao.um5s.ac.ma/xmlui/handle/123456789/706;2012;0;2;None;None;http://scholar.google.com/scholar?cluster=17747109685410912317&hl=en&as_sdt=0,5;Page 1. UNIVERSITE MOHAMMED V FACULTE DE MEDECINE ET DE PHARMACIE -RABAT-ANNEE: 2012 THESE N°:170 LES MUCOPOLYSACCHARIDOSES DE TYPE I A PROPOS DE10 CAS THESE Présentée et soutenue publiquement le :………… PAR … ;?
Molecular physiology and pathophysiology of lysosomal membrane transporters;Sagn2008MolecularPA;https://link.springer.com/article/10.1007/s10545-008-0879-9;2008;52;12;None;http://scholar.google.com/scholar?cites=397304564191984682&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=397304564191984682&hl=en&as_sdt=0,5;… de la Recherche Scientifique and by research grants from the Agence Nationale de la Recherche -Programme Pluriannuel de Recherche sur les Maladies Rares, the Association Française contreles Myopathies, the Association Vaincre les Maladies Lysosomales and the … ;bourse
Bicistronic lentiviral vector corrects β-hexosaminidase deficiency in transduced and cross-corrected human Sandhoff fibroblasts;Arfi2005BicistronicLV;https://www.sciencedirect.com/science/article/pii/S0969996105001336;2005;30;6;None;http://scholar.google.com/scholar?cites=17236326904758295490&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=17236326904758295490&hl=en&as_sdt=0,5;Skip to main content Skip to article … ;?
Conserved catalytic machinery and the prediction of a common fold for several families of glycosyl hydrolases;Henrissat1996ConservedCM;https://www.pnas.org/content/92/15/7090.short;1995;648;10;None;http://scholar.google.com/scholar?cites=12114670567953232824&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=12114670567953232824&hl=en&as_sdt=0,5;"Page 1. 5674 Correction Evolution. In the article ""Conserved catalytic machineryand the prediction of a common fold for several families of glycosyl hydrolases"" byBernard Henrissat, Isabelle Callebaut, Sylvie Fabrega, Pierre … ";?
Information médicale et émotion dans les forums de santé;Battaa2016InformationME;https://www.cairn.info/revue-les-cahiers-du-numerique-2016-1-page-51.htm;2016;3;0;None;http://scholar.google.com/scholar?cites=13707426562627054492&as_sdt=2005&sciodt=0,5&hl=en;None;"… 14 – des sites marchands tels que les sites d'assureurs ou encore d'équipements médicaux ;15 – des sites d'association comme France Alzheimer [3] ou encore Vaincre les maladieslysosomales [4]. Ils ont un rôle de relais d'information médicale et de santé publique ; … ";ref asso
Évaluation du plan d'amélioration de la prise en charge de la douleur 2006–2010;Bourdillon2011valuationDP;https://link.springer.com/article/10.1007/s11724-011-0243-y;2011;6;13;None;http://scholar.google.com/scholar?cites=15140619227697887035&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=15140619227697887035&hl=en&as_sdt=0,5;Page 1. ACTUALITÉS / NEWS Évaluation du plan d'amélioration de la prise en chargede la douleur 2006–2010 Assessment of the 2006–2010 plan for improvements inpain management F. Bourdillon · F. Cesselin · H.-P. Cornu … ;ref asso
The HIV-1 DNA flap stimulates HIV vector-mediated cell transduction in the brain;Zennou2001TheHD;https://www.nature.com/articles/nbt0501_446;2001;232;11;None;http://scholar.google.com/scholar?cites=17999304653198490152&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=17999304653198490152&hl=en&as_sdt=0,5;During HIV-1 reverse transcription, central initiation of the plus-strand DNA at the centralpolypurine tract (cPPT) and central termination at the central termination sequence (CTS) leadto the formation of a three-stranded DNA structure: the HIV-1 central DNA flap. We recently … ;?
Successful treatment of Griscelli syndrome with unrelated donor allogeneic hematopoietic stem cell transplantation;Aric2002SuccessfulTO;https://www.nature.com/articles/1703567;2002;50;7;None;http://scholar.google.com/scholar?cites=18276037501760066243&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=18276037501760066243&hl=en&as_sdt=0,5;Griscelli syndrome (GS) is a rare autosomal recessive disorder, characterized by pigmentarydilution of the skin and hair and in most patients by abnormal regulation of the immune system,which results in a syndrome of macrophage hyperactivation, known as hemophagocytic … ;?
Towards the Elucidation of Orphan Lysosomal Transporters;Verdon2016TowardsTE;https://tel.archives-ouvertes.fr/tel-01827233/;2016;0;0;None;None;None;Page 1. HAL Id: tel-01827233 https://tel.archives-ouvertes.fr/tel-01827233 Submitted on 2Jul 2018 HAL is a multi-disciplinary open access archive for the deposit and disseminationof sci- entific research documents, whether they are pub- lished or not … ;?
A simple method for screening for Farber disease on cultured skin fibroblasts;Chatelut1996ASM;https://www.sciencedirect.com/science/article/pii/0009898195061738;1996;26;7;None;http://scholar.google.com/scholar?cites=10776213418057182875&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=10776213418057182875&hl=en&as_sdt=0,5;… They also thank Mrs MA Berges for cell culture and Mr JC Thiers for iconography. This work wassup- ported by grants from INSERM (CJF 9206), Universit6 Paul Sabatier (Toulouse, France,JE DRED 174) and the association 'Vaincre les Maladies Lysosomales'. References … ;bourse
Niemann-Pick disease type C;Vanier2010;https://link.springer.com/article/10.1186/1750-1172-5-16;2010;766;18;None;http://scholar.google.com/scholar?cites=4919068941806163788&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4919068941806163788&hl=en&as_sdt=0,5;Niemann-Pick C disease (NP-C) is a neurovisceral atypical lysosomallipid storage disorder with an estimated minimal incidence of 1/120 000live births. The broad clinical spectrum ranges from a...;?
Alleviation of neuronal ganglioside storage does not improve the clinical course of the Niemann–Pick C disease mouse;Liu2000AlleviationON;https://academic.oup.com/hmg/article-abstract/9/7/1087/606840;2000;116;10;None;http://scholar.google.com/scholar?cites=8931016377244929645&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=8931016377244929645&hl=en&as_sdt=0,5;… Free sphingosine was determined by a HPLC procedure (30). ACKNOWLEDGEMENTS. Thiswork was supported in part by US Public Health Service grants NS 24453 and HD 03110 toKS, and a grant from Vaincre les Maladies Lysosomales to MTV. + … ;bourse
Synthesis of new sulfonate and phosphonate derivatives for cation-independent mannose 6-phosphate receptor targeting;Jeanjean2008SynthesisON;https://www.sciencedirect.com/science/article/pii/S0960894X08011748;2008;23;13;None;http://scholar.google.com/scholar?cites=5715963688950640111&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5715963688950640111&hl=en&as_sdt=0,5;… We thank Michel Gleizes for technical assistance. We also wish to thank the organisations 'Vaincreles Maladies Lysosomales (VML)' for the grant assigned to Magali Gary-Bobo and 'Associationpour la Recherche sur le Cancer (ARC)' for financial support. Supplementary data … ;bourse
Synthesis of 1,2-cis-Homoiminosugars Derived from GlcNAc and GalNAc Exploiting a β-Amino Alcohol Skeletal Rearrangement;Blriot2014SynthesisO1;https://pubs.acs.org/doi/abs/10.1021/ol502926f;2014;18;9;None;http://scholar.google.com/scholar?cites=5678053482343955771&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5678053482343955771&hl=en&as_sdt=0,5;None;?
Hematopoietic stem-cell transplantation in globoid-cell leukodystrophy;Krivit1998HematopoieticST;https://www.nejm.org/doi/full/10.1056/NEJM199804163381605;1998;308;14;None;http://scholar.google.com/scholar?cites=14541685133445686838&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14541685133445686838&hl=en&as_sdt=0,5;Background Globoid-cell leukodystrophy is caused by a deficiency ofgalactocerebrosidase, which results in progressive central nervous systemdeterioration. We investigated whether allogeneic hemat...;?
Is defective cholesterol efflux an integral inflammatory component in myelopoiesis-driven cardiovascular diseases?;YvanCharvet2018IsDC;https://dl.uswr.ac.ir/bitstream/Hannan/52773/1/EHJ%202018%20Volume%2039%20Issue%2023%20June%20%2823%29.pdf;2018;3;6;http://scholar.google.com/https://dl.uswr.ac.ir/bitstream/Hannan/52773/1/EHJ%202018%20Volume%2039%20Issue%2023%20June%20%2823%29.pdf;http://scholar.google.com/scholar?cites=14556233599210182278&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14556233599210182278&hl=en&as_sdt=0,5;… Funding This work was supported by grants from the INSERM Atip-Avenir pro- gram, theassociation VML (Vaincre les Maladies Lysosomales), the Fondation de France (FDF), theEuropean Marie Curie program (CIG- 630926), the Agence Nationale de la Recherche (ANR … ;bourse
Niemann-Pick type C disease: NPC1 mutations associated with severe and mild cellular cholesterol trafficking alterations;Ribeiro2001NiemannPickTC;https://link.springer.com/article/10.1007/s004390100531;2001;86;12;None;http://scholar.google.com/scholar?cites=2227961514703302836&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=2227961514703302836&hl=en&as_sdt=0,5;Page 1. Abstract Niemann-Pick type C disease (NPC) is a rare neurodegenerative disordercharacterised by lysosomal/ late endosomal accumulation of endocytosed unesterifiedcholesterol and delayed induction of cholesterol homeo- static reactions … ;?
Maternal uniparental heterodisomy of chromosome 17 in a patient with nephropathic cystinosis;Lbre2009MaternalUH;https://www.nature.com/articles/ejhg200913/;2009;10;9;None;http://scholar.google.com/scholar?cites=3549991025194920495&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3549991025194920495&hl=en&as_sdt=0,5;… Acknowledgements. We are grateful to the patient and her family for their cooperation. This studywas supported by Vaincre les Maladies Lysosomales, the Cystinosis Research Foundation andthe Cystinosis Research Network. Author information. Affiliations … ;bourse
Deep characterization of the anti-drug antibodies developed in Fabry disease patients, a prospective analysis from the French multicenter cohort FFABRY;Mauhin2018DeepCO;https://ojrd.biomedcentral.com/articles/10.1186/s13023-018-0877-4;2018;7;22;None;http://scholar.google.com/scholar?cites=16185236418023232629&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=16185236418023232629&hl=en&as_sdt=0,5;Fabry disease (OMIM #301500) is an X-linked disorder caused by alpha-galactosidase Adeficiency with two major clinical phenotypes: classic and non-classic of different prognosis. From2001, enzyme replacement therapies (ERT) have been available. We aimed to determine … ;?
Fatty acid acylation of RNase A using reversed micelles as microreactors;Robert1993FattyAA;https://www.sciencedirect.com/science/article/pii/S0006291X83722709;1993;24;5;None;http://scholar.google.com/scholar?cites=1004766796689219563&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=1004766796689219563&hl=en&as_sdt=0,5;"… We deﬁned optimal experimental conditions for RNase A. They are likely to haveto be adapted for other proteins. Acknowledgment : This work was supported in partby a grant from ""Vaincre les Maladies Lysosomales"" to DD … ";bourse
Sphingosylphosphorylcholine in Niemann-Pick disease brain: accumulation in type A but not in type B;RodriguezLafrasse1999Sphingosylphosphorylchol;https://link.springer.com/article/10.1023/A:1022501702403;1999;98;11;None;http://scholar.google.com/scholar?cites=10235693376498018121&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=10235693376498018121&hl=en&as_sdt=0,5;… ACKNOWLEDGEMENT This work was supported by INSERM and a research grant from Vaincreles Maladies Lysosomales. The authors are grateful to Dr. P. Landrieu (Paris) and Dr. S. Stockier(Vienna) for providing brain tis- sue from the Niemann-Pick type A and B patients … ;bourse
The role of cytotoxicity in lymphocyte homeostasis;Basile2001TheRO;https://www.sciencedirect.com/science/article/pii/S0952791500002570;2001;101;8;None;http://scholar.google.com/scholar?cites=9610112090653301195&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=9610112090653301195&hl=en&as_sdt=0,5;… Acknowledgements. This work was supported by grants from INSERM, L'AssociationVaincre les Maladies Lysosomales (VML) and L'Association de Recherche Contrele Cancer (ARC). References and recommended reading … ;bourse
IDS gene‐pseudogene exchange responsible for an intragenic deletion in a hunter patient;Birot1996IDSGE;"https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1098-1004(1996)8:1%3C44::AID-HUMU6%3E3.0.CO;2-P";1996;28;3;None;http://scholar.google.com/scholar?cites=4515333608655896249&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4515333608655896249&hl=en&as_sdt=0,5;… 2, pB2Sc17,II. 10, and VKZlA, respec- tively, and V. Bonnet for technical assistance.This work was supported by Vaincre les Maladies Lysosomales (VML), HospicesCivils de Lyon (HCL), and CNRS. REFERENCES Birot AM … ;bourse
Fabry disease: D313Y is an α-galactosidase A sequence variant that causes pseudodeficient activity in plasma;Froissart2003FabryDD;https://www.sciencedirect.com/science/article/pii/S1096719203001367;2003;127;6;None;http://scholar.google.com/scholar?cites=17961153565362101876&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=17961153565362101876&hl=en&as_sdt=0,5;… causing. Acknowledgements. This work was supported by grants from VML (Vaincreles Maladies Lysosomales). We thank, V. Bonnet for technical assistance and M.de Montfalcon for technical help with the glycolipid analysis … ;bourse
Neurodegenerative course in ceramidase deficiency (Farber disease) correlates with the residual lysosomal ceramide turnover in cultured living patient cells;Levade1995NeurodegenerativeCI;https://www.sciencedirect.com/science/article/pii/0022510X95002310;1995;63;9;None;http://scholar.google.com/scholar?cites=12663199196469286&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=12663199196469286&hl=en&as_sdt=0,5;… The technical assistance of JP Basile and MA Berges is acknowledged. This work was supportedby grants from INSERM (CJF 92061, UniversitC Paul Sabatier (Toulouse, France, JE DRED 174)and the association “Vaincre les Maladies Lysosomales”. References … ;bourse
Improving rAAV production and purification: towards the definition of a scaleable process;Blouin2004ImprovingRP;https://onlinelibrary.wiley.com/doi/abs/10.1002/jgm.505;2004;72;7;None;http://scholar.google.com/scholar?cites=16655301536628133016&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=16655301536628133016&hl=en&as_sdt=0,5;… This work was supported by Amersham Biosciences, the Association Française contre lesMyopathies (AFM), Vaincre les Maladies Lysosomales (VML), Association Nantaise de ThérapieGénique (ANTG), and the Fondation pour la Thérapie Génique en Pays de la Loire … ;bourse
Hyperactivity of cathepsin B and other lysosomal enzymes in fibroblasts exposed to azithromycin, a dicationic macrolide antibiotic with exceptional tissue …;Gerbaux1996HyperactivityOC;https://www.sciencedirect.com/science/article/pii/0014579396009751;1996;20;11;None;http://scholar.google.com/scholar?cites=4348481068950050412&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4348481068950050412&hl=en&as_sdt=0,5;… Grants-in-aid were also received from the French non-profit Association (Association-loi 1901)Vaincre les Maladies lysosomales, Ozoir-la-Ferri6re, France and from Pfizer sa, Brussels, Belgium.Page 4. 310 C. Gerbaux et al./FEBS Letters 394 (1996) 307-310 References … ;bourse
Identification of rat yolk sac target protein of teratogenic antibodies, gp280, as intrinsic factor-cobalamin receptor.;Seetharam1997IdentificationOR;https://www.jci.org/articles/view/119411;1997;133;13;None;http://scholar.google.com/scholar?cites=6442530102831656128&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=6442530102831656128&hl=en&as_sdt=0,5;… This work was supported by grants NIDDK-50052 and VA Merit Award from the Veterans Affairs(B. Seetharam), the Foundation “Vaincre les maladies lysosomales,” the Danish BiomembraneCen- ter, the Novo-Nordisk Foundation, the University of Aarhus, Na- tional Institutes … ;bourse
Efficient transduction of neural cells in vitro and in vivo by a baculovirus-derived vector;Sarkis2000EfficientTO;https://www.pnas.org/content/97/26/14638.short;2000;232;11;None;http://scholar.google.com/scholar?cites=8748779898936932161&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=8748779898936932161&hl=en&as_sdt=0,5;"Skip to main content. Submit; About: Editorial Board; PNAS Staff; FAQ; Rights and Permissions;Site Map. Contact; Journal Club; Subscribe: Subscription Rates; Subscriptions FAQ; Open Access;Recommend PNAS to Your Librarian. Log in; Log out; My Cart. Main menu … ";?
Genomic organisation of the UDP-N-acetylglucosamine-1-phosphotransferase gamma subunit (GNPTAG) and its mutations in mucolipidosis III;RaasRothschild2004GenomicOO;https://jmg.bmj.com/content/41/4/e52.short;2004;57;7;None;http://scholar.google.com/scholar?cites=1788322487406239159&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=1788322487406239159&hl=en&as_sdt=0,5;Skip to main content. We use cookies to improve our service and to tailor our content andadvertising to you. More info You can manage your cookie settings via your browser at any time.To learn more about how we use cookies, please see our cookies policy … ;?
Clinical presentation of congenital sialidosis in a patient with a neuraminidase gene frameshift mutation;Buchholz2001ClinicalPO;https://link.springer.com/article/10.1007/PL00008412;2001;8;11;None;http://scholar.google.com/scholar?cites=9034349084986403775&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=9034349084986403775&hl=en&as_sdt=0,5;… diagnosis. AVP acknowledges operating grants from the Medical Research Councilof Canada and Vaincre les Maladies Lysosomales Foundation. We also thank ourpatient's parents for their support of this work. References … ;bourse
Evidence for packaging of rep-cap sequences into adeno-associated virus (AAV) type 2 capsids in the absence of inverted terminal repeats: a model for generation of …;Nony2003EvidenceFP;https://jvi.asm.org/content/77/1/776.short;2003;43;12;None;http://scholar.google.com/scholar?cites=8176000218942014712&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=8176000218942014712&hl=en&as_sdt=0,5;"Skip to main content. ASM: Antimicrobial Agents and Chemotheraphy; Applied andEnvironmental Mircobiology; Clinical Microbiology Reviews; Clinical and VaccineImmunology; EcoSal Plus; Infection and Immunity; Journal of Bacteriology; … ";?
Uneven X inactivation in a female monozygotic twin pair with Fabry disease and discordant expression of a novel mutation in the alpha-galactosidase A gene.;RedonnetVernhet1996UnevenXI;https://jmg.bmj.com/content/33/8/682.short;1996;118;19;None;http://scholar.google.com/scholar?cites=3775106256855404978&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3775106256855404978&hl=en&as_sdt=0,5;"Page 1. 8 Med Genet 1996;33:682-688 Uneven X inactivation in a femalemonozygotic twin pair with Fabry disease and discordant expression of a novelmutation in the ox-galactosidase A gene I Redonnet-Vernhet, JK Ploos … ";?
Adenoviral gene therapy of the Tay-Sachs disease in hexosaminidase A-deficient knock-out mice;Guidotti1999AdenoviralGT;https://academic.oup.com/hmg/article-abstract/8/5/831/662871;1999;62;11;None;http://scholar.google.com/scholar?cites=2967036138931268819&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=2967036138931268819&hl=en&as_sdt=0,5;Abstract. The severe neurodegenerative disorder, Tays-Sachs disease, is caused by aβ-hexosaminidase α-subunit deficiency which prevents the formation of lysos.;?
Impact of the interaction between herpes simplex virus type 1 regulatory protein ICP0 and ubiquitin-specific protease USP7 on activation of adeno-associated virus …;Geoffroy2006ImpactOT;https://jvi.asm.org/content/80/7/3650.short;2006;16;11;None;http://scholar.google.com/scholar?cites=5337884159821302465&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5337884159821302465&hl=en&as_sdt=0,5;"Skip to main content. ASM: Antimicrobial Agents and Chemotheraphy; Applied andEnvironmental Mircobiology; Clinical Microbiology Reviews; Clinical and VaccineImmunology; EcoSal Plus; Infection and Immunity; Journal of Bacteriology; … ";?
Stress-induced apoptosis is not mediated by endolysosomal ceramide;Sgui2000StressinducedAI;https://www.fasebj.org/doi/abs/10.1096/fasebj.14.1.36;2000;65;9;None;http://scholar.google.com/scholar?cites=5813794205206137056&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5813794205206137056&hl=en&as_sdt=0,5;… Financial support by INSERM, Faculté de Médecine-Rangueil Université Paul Sabatier Toulouse,Association pour la Recherche sur le Cancer, Ligue Nationale contre le Cancer, Vaincre lesMaladies Lysosomales, and Centre National d'Etudes Spatiales is gratefully … ;bourse
Identification of iduronate sulfatase gene alterations in 70 unrelated Hunter patients;Froissart1998IdentificationOI;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-0004.1998.tb02746.x;1998;63;7;None;http://scholar.google.com/scholar?cites=14504093042557085573&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=14504093042557085573&hl=en&as_sdt=0,5;… The higher frequency of mu- tations in male meiosis has been also found in other X-linkeddisorders (33, 34). Acknowledgements This work was supported by grants from Vaincre lesMaladies Lysosomales (VML). References 1. 2. 3. 4. 5. 6. Neufeld EF … ;bourse
Inborn Errors of Metabolism;Picknett2001InbornEO;https://www.cell.com/molecular-therapy-family/molecular-therapy/fulltext/S1525-0016(01)90396-X;2001;0;2;None;None;http://scholar.google.com/scholar?cluster=6624185628727725027&hl=en&as_sdt=0,5;"… Support: NIH grants DK25759, RR02512, and EY 10820; Association Francaise contre lesMyopathies; Association Vaincre les Maladies Lysosomales; Foundation Fighting Blindness;Lois Pope LIFE Foundation; Milton and Ruth Steinbach Foundation; Mackall Foundation Trust … ";bourse
Characterization of a putative founder mutation that accounts for the high incidence of cystinosis in Brittany;Kalatzis2001CharacterizationOA;https://jasn.asnjournals.org/content/12/10/2170.short;2001;23;9;None;http://scholar.google.com/scholar?cites=4198132480588296395&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=4198132480588296395&hl=en&as_sdt=0,5;"Skip to main content. Main menu. Home; Content: Published Ahead of Print; CurrentIssue; Archives; Saved Searches; Topics by Section. Authors: Submit a Manuscript;Author Resources; Reprints. Editorial Board; Subscriptions; More … ";?
Gene delivery systems: Bridging the gap between recombinant viruses and artificial vectors;Navarro1998GeneDS;https://www.sciencedirect.com/science/article/pii/S0169409X97001026;1998;98;6;None;http://scholar.google.com/scholar?cites=16808368141048493793&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=16808368141048493793&hl=en&as_sdt=0,5;… We wish to thank JP Behr, P. Boulanger, O. Danos, JM Heard, JM Lehn, RC Mulligan and JPVigneron for helpful discussions. This work was supported by grants from Vaincre les MaladiesLysosomales and Association Française de Lutte contre la Mucoviscidose … ;bourse
Synthesis of 1,2-trans-2-Acetamido-2-deoxyhomoiminosugars;Blriot2014SynthesisO1;https://pubs.acs.org/doi/abs/10.1021/ol502929h;2014;13;7;None;http://scholar.google.com/scholar?cites=5330545055782948201&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=5330545055782948201&hl=en&as_sdt=0,5;None;?
Identification of 14 novel CTNS mutations and characterization of seven splice site mutations associated with cystinosis;Kalatzis2002IdentificationO1;https://onlinelibrary.wiley.com/doi/abs/10.1002/humu.10141;2002;55;5;None;http://scholar.google.com/scholar?cites=3915164942570152961&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3915164942570152961&hl=en&as_sdt=0,5;"… E-mail: antignac@necker.fr Grant sponsors:Vaincre les Maladies Lysosomales; AssociationFranc°aise contre les Myopathies; Association pour l'Utilisation du Rein Arti¢ciel. DOI10.1002/humu.10141 Published online in Wiley InterScience (www.interscience.wiley. com) … ";bourse
Treatment needs and expectations for Fabry disease in France: development of a new Patient Needs Questionnaire;Nol2019TreatmentNA;https://link.springer.com/article/10.1186/s13023-019-1254-7;2019;0;8;None;None;http://scholar.google.com/scholar?cluster=5924285402236580397&hl=en&as_sdt=0,5;… In France, two associations actively represent Fabry patients, participate in and promotemedical research: Association des Patients de la Maladie de Fabry (APMF, apmf-fabry.org)and Vaincre les Maladies Lysosomales (VML, www.vml-asso.org) … ;ref asso
Molecular pathogenesis of cystinosis: effect of CTNS mutations on the transport activity and subcellular localization of cystinosin;Kalatzis2004MolecularPO;https://academic.oup.com/hmg/article-abstract/13/13/1361/652333;2004;103;11;None;http://scholar.google.com/scholar?cites=10572267202291641577&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=10572267202291641577&hl=en&as_sdt=0,5;Abstract. Cystinosis is an inherited disorder characterized by defective lysosomal effluxof cystine. Three clinical forms (infantile, juvenile and ocular cyst.;?
Lysosomal alterations induced in cultured rat fibroblasts by long-term exposure to low concentrations of azithromycin.;Bambeke1998LysosomalAI;https://academic.oup.com/jac/article-abstract/42/6/761/754702;1998;48;12;None;http://scholar.google.com/scholar?cites=3040078456018938310&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=3040078456018938310&hl=en&as_sdt=0,5;… 94/99), and by a grant-in-aid from the French non-profit organization Vaincre les MaladiesLysosomales, Ozoir-la-Ferrière, France. References 1. Bright, GM, Nagel, AA, Bordner,J., Desa, KA, Dibrino, J. N., Nowakowska, J. et al. (1988) … ;bourse
Expression of major histocompatibility complex class II molecules in HeLa cells promotes the recruitment of AP-1 Golgi-specific assembly proteins on Golgi …;Salamero1996ExpressionOM;http://www.jbc.org/content/271/48/30318.short;1996;62;4;None;http://scholar.google.com/scholar?cites=13952211799197850223&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=13952211799197850223&hl=en&as_sdt=0,5;… Footnotes. ↵* This work was supported in part by European Communities GrantsBio2-CT93-02205 and HCM ERB-CHRXCT-940592, grants from the association “Vaincre lesMaladies Lysosomales” (to BH), and Grant 1405 from the Association de la Recherche contre … ;bourse
Markedly perturbed hematopoiesis in acid ceramidase deficient mice;Dworski2015MarkedlyPH;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4420221/;2015;16;6;None;http://scholar.google.com/scholar?cites=7829412723121638833&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=7829412723121638833&hl=en&as_sdt=0,5;… Funding: this work was supported in part by funding from: NIH 1R21NS078191-01A1 (JAM),Vaincre Les Maladies Lysosomales (VML) (JAM), the Canadian Institutes of Health ResearchTraining Program in Biological Therapeutics Traineeship (SD), and funding from the … ;bourse
Sustained delivery of erythropoietin in mice by genetically modified skin fibroblasts.;Naffakh1995SustainedDO;https://www.pnas.org/content/92/8/3194.short;1995;89;11;None;http://scholar.google.com/scholar?cites=15099283476799200794&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=15099283476799200794&hl=en&as_sdt=0,5;Page 1. Proc. Natl. Acad. Sci. USA Vol. 92, pp. 3194-3198, April 1995 Medical SciencesSustained delivery of erythropoietin in mice by genetically modified skin fibroblasts(retroviral vectors/neo-organs/gene transfer) N. NAFFAKH … ;?
Correction of lysosomal storage in the liver and spleen of MPS VII mice by implantation of genetically modified skin fibroblasts;Moullier1993CorrectionOL;https://www.nature.com/articles/ng0693-154;1993;207;5;None;http://scholar.google.com/scholar?cites=15845154229397379713&as_sdt=2005&sciodt=0,5&hl=en;http://scholar.google.com/scholar?cluster=15845154229397379713&hl=en&as_sdt=0,5;"… expertise. This work was supported by grants from ""Vaincre les Maladies Lysosomales"",the Ministere de la Recherche et de la Technologie and the lnstitut Pasteur. DB isa fellow of the Association Franraise contre /es Myopathies … ";bourse
